tourism_id,tourism_name,tourism_description,category,city,price,rating,tourism_location,tourism_image,tourism_gmaps,latlong,latitude,longitude
tfywx4k7r2pt7c5rnonqgbg1j9knpj0l6vskyslv2qqh7q6eocoehmn,Jiwajawi Jogja,Restoran,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Bantul,"75,000.00",4.5,"Jl. Tugu Gentong Jl. Fasco Village, Salakan, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",https://lh3.googleusercontent.com/p/AF1QipME6d_TxSpe4CXg1di2qoVQFvasZ3iUzFBVJrUz=s1360-w1360-h1020,"https://www.google.com/maps/place/Jiwajawi+Jogja/@-7.839815,110.2931374,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7af9fde306899d:0x72785f00c1171824!8m2!3d-7.839815!4d110.2931374!16s%2Fg%2F11h3c2qcg2?authuser=0&hl=id&entry=ttu","-7.839671514461748, 110.29341634972873",-7.839671514,110.2934163
tfycbf49ep88jce8p9uth9ngajqfe56ou3n0m2fnfd9mkzov0x5hhmn,Joglo Khasanah,Restoran Cepat Saji,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Bantul,"30,000.00",4.5,"jl wonosari km 7,5 mantup rt 11, Baturetno, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55197",https://lh3.googleusercontent.com/p/AF1QipMigI-lqsJVoK_RqO4hicCxLDubzXaxjZYpj21b=s1360-w1360-h1020,https://www.google.com/maps/place/Joglo+Khasanah/data=!4m7!3m6!1s0x2e7a57908f1d7cab:0x22271fdd8846fa27!8m2!3d-7.8196701!4d110.4189666!16s%2Fg%2F11j4xpp5mv!19sChIJq3wdj5BXei4RJ_pGiN0fJyI?authuser=0&hl=id&rclk=1,"-7.819505349375598, 110.41898805767144",-7.819505349,110.4189881
tfyqo4j0vs0cm1szfcwxky270mssrvbgk6eepsuo5gbznp3nqzxlumn,Jurang Tembelan Kanigoro,"Jurang Tembelan Kanigoro berada di Desa Wisata Mangunan, Dlingo, Bantul. Familiar dengan Desa Mangunan, bukan? Kawasan ini memang memiliki tempat wisata bagus yang murah. Termasuk Jurang Tembelan Kanigoro yang berada tidak jauh dari Kebun Buah Mangunan atau Bukit Panguk Kediwung. Dari Jogja, arahkan kendaraan menuju Jalan Imogiri Timur, setelah sampai di pertigaan dekat Pasar Imogiri ikuti arah menuju Mangunan. Untuk menuju ke sana, cek terlebih dahulu kondisi kendaraan. Jalanan yang naik turun serta tikungan tajam, harus diwaspadai. Bagi yang menggunakan kendaraan besar seperti bus, diharapkan memutar melewati Bukit Bintang Gunung Kidul. Selain itu, selalu berhati-hati dan tetap fokus selama berkendara.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Yogyakarta,"2,500.00",4.5,"Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",https://lh3.googleusercontent.com/p/AF1QipNXIjLoAA7t1n621xzrlw015EGleYUgBtNNdw0Y=s1360-w1360-h1020,https://www.google.com/maps/search/Jurang+Tembelan+Kanigoro,"-7.939837345294458, 110.43025485342555",-7.939837345,110.4302549
tfy1787a0v0lut5793lvqf24i25fm0a1raqp8w8y1j194hfvarljrmn,Kahyangan Resto,Restoran Indonesia,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Surabaya,"135,000.00",4.7,"Jl. Puri Widya Kencana LL, RW.05, Lidah Kulon, Kec. Lakarsantri, Surabaya, Jawa Timur 60213",https://lh3.googleusercontent.com/p/AF1QipNlNH01odsb1wvcgz6ASi7ZBOyBMGqwmQpZeL_u=s1360-w1360-h1020,https://www.google.com/maps/place/Kahyangan+Resto/data=!4m7!3m6!1s0x2dd7fdb810b4e1d3:0x656c90b84eb5f01f!8m2!3d-7.2926497!4d112.6545787!16s%2Fg%2F1hhnf_gmx!19sChIJ0-G0ELj91y0RH_C1TriQbGU?authuser=0&hl=id&rclk=1,"-7.292484748234043, 112.65466453068576",-7.292484748,112.6546645
tfywomivt8x496eqq56dtg0by2fle0wxwzpkpasitwys9uf41t70umn,Kampoeng Gombong Resto & Cafe,Restoran Sunda,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Bandung,"50,000.00",4.4,"Jalan Raya Ciwidey Km.6 No.1, Sukajadi, Kec. Soreang, Kabupaten Bandung, Jawa Barat 40972",https://lh5.googleusercontent.com/p/AF1QipORMkOrx2VwSDuwoTPWNSPT6ZT8NIBY98_UqFoj=w375-h281-p-k-no,"https://www.google.com/maps/place/Kampoeng+Gombong+Resto+%26+Cafe/@-7.0563005,107.4995069,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68ed6667a567db:0xe8caf3e857ca46db!8m2!3d-7.0563005!4d107.4995069!16s%2Fg%2F11bzz1bl54?entry=ttu","-7.056103519824441, 107.49997896877169",-7.05610352,107.499979
tfyycwz86u3ll4ai2g1iucu2ybzf3bfckw6cdj0wgi49msk63326vmn,Kampoeng Kopi Banaran,"Kampoeng Kopi Banaran, sebuah agro wisata perkebunan kopi di Kabupaten Semarang. Tempat wisata ini memiliki luas 462 hektar yang sebagian dijadikan resort dan tempat wisata. Lokasinya berada di Areal Perkebunan Kopi Kebun Getas Afdeling Assinan tepatnya Jl. Raya Semarang â€“ Solo Km. 35. Lokasi Kampoeng Kopi Banaran yang berada di ketinggian 480 â€“ 600m dpl membuat suhu udara disana sejuk antara 23ÂºC â€“ 27ÂºC. Jadi cocok banget buat pelesir mencari udara dingin dan segar dengan pemandangan indah. Menghilangkan penat kesibukan Kota besar, di tengah perkebunan yang asri.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Semarang,"200,000.00",4.4,"Jl. Raya Bawen - Solo KM 1,5 Bawen, Gentong, Asinan, Kec. Bawen, Kabupaten Semarang, Jawa Tengah 50661",https://lh3.googleusercontent.com/p/AF1QipM8WIAJYosJS_5FLfvhWU5nZReEV1eztlrDu2mq=s1360-w1360-h1020,https://www.google.com/maps/search/Kampoeng+Kopi+Banaran,"-7.253680662108107, 110.44262741849472",-7.253680662,110.4426274
tfy05gzy924zg0lk7ze71ah55wwfludrdt6e640caqfmqow88novbmn,Kampoeng Rawa,"Kampoeng Rawa (disebut juga Kampung Rawa) adalah objek wisata di Ambarawa, Jawa Tengah, yang terletak di sabuk hijau di sekitar Danau Rawa Pening. Dibuka pada Agustus 2012, tempat ini dimiliki dan dioperasikan oleh dua belas kelompok petani dan nelayan yang didanai oleh Artha Prima Credit Union. Kompleks tersebut dimaksudkan untuk mempengaruhi kesejahteraan petani dan melayani lokal disamping mempromosikan ekologi danau di wilayah tersebut. Fasilitasnya meliputi restoran mengapung, pendopo, pusat kerajinan, tempat memancing, dan dok. Pada hari libur, tempat ini dikunjungi oleh ratusan pengunjung. Kompleks ini disengketakan perizinannya karena dibangun di sabuk hijau dan kemungkinan dampak ekologinya.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Semarang,"3,000.00",4.3,"Jl. Jend. M Sarbini No.KM.3, Tambakrejo, Tambakboyo, Kec. Ambarawa, Kabupaten Semarang, Jawa Tengah 50612",https://lh3.googleusercontent.com/p/AF1QipOjlt_5EGOyHzxzRpJ8fYECK5tVHGJLlAnxxqOJ=s1360-w1360-h1020,https://www.google.com/maps/search/Kampoeng+Rawa,"-7.270614197622039, 110.42204780924736",-7.270614198,110.4220478
tfy25fm1a1sbqp9w8y1j195hfvarmjr3dsjq63nobptyrdjkim27cmn,Kampung Daun Culture Gallery & Cafe,Restoran,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Bandung,"100,000.00",4.6,"Jl. Villa Triniti, Cigugur Girang, Kec. Parongpong, Kabupaten Bandung Barat, Jawa Barat 40559",https://lh5.googleusercontent.com/p/AF1QipNoYvKcoPLJi1aIOsYN9yWgrD6Rhxa5qLgE28wa=w408-h306-k-no,"https://www.google.com/maps/place/Kampung+Daun+Culture+Gallery+%26+Cafe/@-6.8176715,107.5875319,17z/data=!4m10!1m2!2m1!1sKampung+Daun!3m6!1s0x2e68e16e4557fd35:0x4940614b099d73e2!8m2!3d-6.8176715!4d107.5897206!15sCgxLYW1wdW5nIERhdW5aDiIMa2FtcHVuZyBkYXVukgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1tcy1f8b?entry=ttu","-6.817378543190622, 107.59017119358724",-6.817378543,107.5901712
tfybg1j9knpj0l6vskyslv2qqh7q6eocoehzqpkxvbq7b8gjt89fmmn,Kampung Kecil Cilegon,Restoran Indonesia,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Banten,"50,000.00",4.8,"Jl. Ahmad Yani, Kedaleman, Kec. Cibeber, Kota Cilegon, Banten",https://lh5.googleusercontent.com/p/AF1QipNdObI1d_tvBdkizcI9EYDB8W3Ftl6emM3i1G3E=w408-h306-k-no,https://www.google.com/maps/place/Kampung+Kecil+Cilegon/data=!4m7!3m6!1s0x2e418d4944a5c973:0x4bfddf61f5eb47d9!8m2!3d-6.0307263!4d106.0771827!16s%2Fg%2F11rv0z0wsv!19sChIJc8mlREmNQS4R2Ufr9WHf_Us?authuser=0&hl=id&rclk=1,"-6.030518245505381, 106.07747237856447",-6.030518246,106.0774724
tfyzy2rw1dvv6z1vcwig4wa3x6e21ttbhqan9p2a20w97mbjnks44mn,Kampung Rasa,Restoran Sate,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Kubu Raya,"50,000.00",4.2,"V9VQ+P87, Jl. Ahmad Yani II, Sungai Raya, Kec. Sungai Raya, Kabupaten Kubu Raya, Kalimantan Barat 78391",https://lh3.googleusercontent.com/p/AF1QipP36L0OzqGih3n3lceiHHUSasTeHruRuHsnnx4N=s1360-w1360-h1020,"https://www.google.com/maps/place/Kampung+Rasa/@-0.1057102,109.3883006,17z/data=!3m1!4b1!4m6!3m5!1s0x2e1d5a77de0def1b:0xfbb44d7f8acf9d89!8m2!3d-0.1057102!4d109.3883006!16s%2Fg%2F11c2p5l39b?entry=ttu","-0.10556536096218239, 109.38836497301432",-0.105565361,109.388365
tfyyrdjkim27cx65gjlfw72reguehqocl33ms1kyj0cudkgthxmtxmn,Kampung Tematik Jawi,"Tak dipungkiri lagi kalau Kampung Jawi Gunungpati Semarang memang sudah viral bahkan banyak dikunjungi masyarakat. Padahal wisata kuliner ini berawal dari kampung kecil, namun kini sudah banyak didatangi baik dari penduduk lokal hingga luar kota. Ketenaran pun kini juga kerap menghiasi lama sosmed. Saat mengunjungi Kampung Jawi Gunungpati ini kamu bisa merasakan atmosfer pedesaan tempo dulu. Selain itu, nuansa malam juga damai dan malam plus pencahayaan yang remang-remang, karena memang pakai lampu Sentir (lampu minyak). Jadi asik banget kalau untuk nongkrong lama-lama.",ctgry2l00j6i8btbjfsq5l2wt1dn2utfry089,Semarang,"0,00",4.5,"Jl. Kalialang Lama, RT.02/RW.01, Sukorejo, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50221",https://lh3.googleusercontent.com/p/AF1QipPTT5_lOriL3Q8YLpQRxwgrft_jveFP-jn3VXIt=s1360-w1360-h1020,"https://www.google.com/maps/place/Thematic+Attraction+Kampung+Jawi/@-7.0290974,110.3775382,17z/data=!3m1!4b1!4m6!3m5!1s0x2e708bad52967f5b:0xb796b648aa51c4ee!8m2!3d-7.0290974!4d110.3775382!16s%2Fg%2F11g6xh1pgj?entry=ttu","-7.028836519042783, 110.37750601349308",-7.028836519,110.377506
tfyrdt6e640caqfmqow88novbyitgkx3wiefdh727sa0begarbxmjmn,Kawah Ijen,"Kawah ini terkenal karena keindahan pemandangan alamnya, terutama fenomena api biru yang muncul di malam hari. Selain itu, Kawah Ijen juga terkenal dengan kandungan belerangnya yang menghasilkan salah satu kawah dengan asap belerang terbesar di dunia.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Banyuwangi,"7,500.00",4.7,"Kabupaten Banyuwangi, Jawa Timur",https://www.inilah.com/_next/image?url=https%3A%2F%2Fc.inilah.com%2Freborn%2F2024%2F04%2FBanyuwangi_Tourism_77db6a8743.webp&w=1920&q=75,https://www.google.com/maps/search/Kawah+Ijen,"-8.05708144311379, 114.24541749176555",-8.057081443,114.2454175
tfywz86u3ll4ai2g1iucu2ybzf3bfckw6cdj0wgi49msk63326v05mn,Kawah Putih,"Kawah Putih adalah sebuah tempat wisata di Jawa Barat yang terletak di Desa Alam Endah, Kecamatan Rancabali, Kabupaten Bandung Jawa Barat yang terletak di kaki Gunung Patuha. Kawah putih merupakan sebuah danau yang terbentuk dari letusan Gunung Patuha. Tanah yang bercampur belerang di sekitar kawah ini berwarna putih, lalu warna air yang berada di kawah ini berwarna putih kehijauan, yang unik dari kawah ini adalah airnya kadang berubah warna. Danau Kawah Putih sendiri berada pada ketinggian 2194 m tapi luas total Danau Kawah Putih 25 ha yang dipakai wisata 5 ha dan lokasi kawah sendiri 3 ha.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"81,000.00",4.5,"Desa Alam Endah, Kecamatan Rancabali, Kabupaten Bandung Jawa Barat yang terletak di kaki Gunung Patuha.",https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit1440960gsm/events/2021/02/04/b9a441ee-a409-4897-b202-d20ddf1e558f-1612405052139-64d56f2449877ca5d518b0924113893f.jpg,https://www.google.com/maps/search/Kawah+Putih,"-7.166092841083441, 107.40285848198782",-7.166092841,107.4028585
tfygzy924zg0lk7ze71ah55wwfludrdt6e640caqfmqow88novbyimn,Kawah Rengganis Cibuni,"Kawah Rengganis Cibuni adalah kawah aktif yang terletak di Garut, Jawa Barat, Indonesia. Kawah ini dikelilingi oleh perkebunan teh yang hijau. Pengunjung dapat menyaksikan fenomena geologi seperti uap belerang dan air panas yang mengalir di sekitar kawah. Kawah Rengganis Cibuni menawarkan pemandangan alam yang eksotis dan pengalaman mendebarkan bagi para pengunjung yang tertarik dengan keindahan alam dan geologi.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"5,000.00",4.4,"Patengan, Kec. Rancabali, Kabupaten Bandung, Jawa Barat 40973",https://asset.kompas.com/crops/cOuL0W7TfLYbUB8dT_HT44ahln0=/24x0:869x563/750x500/data/photo/2022/03/15/62307d3632949.jpg,https://www.google.com/maps/search/Kawah+Rengganis+Cibuni,"-7.172283149193376, 107.37733123013832",-7.172283149,107.3773312
tfyyti57l58if3duudjsbpar3l4b7k8odkolu5glms95qrdiv1tfcmn,Kebon Sumilir,Restoran Keluarga,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Bantul,"60,000.00",4.6,"Jl. Kresna, Bumiwetan, Baturetno, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55197",https://lh3.googleusercontent.com/p/AF1QipMLQ4JmwhnhH56764fX208hsjEVNCUFb-ccK18c=s1360-w1360-h1020,https://www.google.com/maps/place/Kebon+Sumilir/data=!4m7!3m6!1s0x2e7a57eca12b77d7:0xdcd2bbfc56815848!8m2!3d-7.8212525!4d110.4168104!16s%2Fg%2F11qb3d283m!19sChIJ13croexXei4RSFiBVvy70tw?authuser=0&hl=id&rclk=1,"-7.821087750000526, 110.41706789205728",-7.82108775,110.4170679
tfycdj0wgi49msk63326v05gzy924zg0lk7ze71ah55wwfludrdt6mn,Kebun Bibit Wonorejo,"Meskipun namanya kebun bibit, namun kawasan ini rasanya lebih cocok disebut sebagai taman. Kawasan Kebun Bibit Wonorejo ini terbagi menjadi 2 bagian, yaitu Taman Aktif dan Taman Pasif yang total keduanya mempunyai luas sebesar 5.9 hektare. Cuaca panas yang bikin gerah memang paling enak didinginkan dengan berkunjung ke tempat adem. Selain mall, taman kota di Surabaya seperti Kebun Bibit Wonorejo ini juga pilihan yang tepat. Pengunjung akan dimanjakan dengan udara sejuk. Hal ini karena banyaknya pepohonan yang menjulang tinggi.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Surabaya,"0,00",4.4,"Kebun Bibit, Jl. Raya Wonorejo, Wonorejo, Rungkut, Surabaya, East Java 60296",https://surabayadaybus.com/wp-content/uploads/2022/08/2.-Review-Kebun-Bibit-Wonorejo-di-Surabaya-yang-Sedang-Hype.jpg,https://www.google.com/maps/search/Kebun+Bibit+Wonorejo,"-7.3123574139911725, 112.78976973013833",-7.312357414,112.7897697
tfytgkx3wiefdh727sa0begarbxmjbpicmthh8yhx5f2e57phfbommn,Kebun Binatang Bandung,"Kebun Binatang Bandung merupakan salah satu objek wisata alam flora dan fauna di Kota Bandung, Jawa Barat, Indonesia. Kebun Binatang Bandung terletak berdampingan dengan kampus Institut Teknologi Bandung dan Sungai Cikapundung.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"20,000.00",4.1,"Jl. Kebun Binatang No.6, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",https://akcdn.detik.net.id/visual/2021/07/02/kebun-binatang-bandung_169.jpeg?w=650&q=90,https://www.google.com/maps/search/Kebun+Binatang+Bandung,"-6.889929298585006, 107.60758491849472",-6.889929299,107.6075849
tfycm1szfcwxky270mssrvbgk6eepsuo5gbznp3nqzxluccv19t7smn,Kebun Binatang Ragunan,"Kebun Binatang Ragunan adalah sebuah kebun binatang yang terletak di daerah Ragunan, Pasar Minggu, Jakarta Selatan, Indonesia. Kebun binatang seluas 140 hektare ini didirikan pada tahun 1864. Di dalamnya terdapat berbagai koleksi yang terdiri dari 295 spesies dan 4040 spesimen.\nRagunan sempat ditutup selama sekitar tiga minggu sejak 19 September 2005 karena hewan-hewan di dalamnya ada yang terinfeksi flu burung, tetapi dibuka kembali pada 11 Oktober 2005.Kebun binatang ini memiliki banyak spesies hewan yang langka antara lain kakatua, orangutan, gorila, anoa dan gajah",ctgryla6bw54fikev61qdftdgpxbkctfry089,Jakarta,"4,000.00",4.5,"Ragunan, Pasar Minggu, South Jakarta City, Jakarta",https://eranasional.com/wp-content/uploads/2021/03/ragunan.jpg,"https://www.google.com/maps/place/Kebun+Binatang+Ragunan,+Ragunan,+Ps.+Minggu,+Kota+Jakarta+Selatan,+Daerah+Khusus+Ibukota+Jakarta/@-6.3093978,106.8261918,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69ede4d30a041b:0x2fbc66aec8a92e5b!8m2!3d-6.3093978!4d106.8261918!16s%2Fg%2F11qh3169j_?entry=ttu","-6.30933650553064, 106.82620601699405",-6.309336506,106.826206
tfy3nobptyrdjkim27cx65gjlfw72reguehqocl33ms1kyj0cudkgmn,Kebun Binatang Surabaya,"Kebun Binatang Surabaya (KBS) (Dialek Arekan: Kebon Binatang Suroboyo) adalah salah satu kebun binatang yang populer di Indonesia dan terletak di Surabaya. KBS merupakan kebun binatang yang pernah terlengkap se-Asia Tenggara, di dalamnya terdapat lebih dari 981 spesies satwa yang berbeda yang terdiri lebih dari 2.806 binatang. Termasuk di dalamnya satwa langka Indonesia maupun dunia terdiri dari Mamalia, Aves, Reptilia, dan Pisces.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Surabaya,"15,000.00",4.3,"Jl. Setail No.1, Darmo, Kec. Wonokromo, Surabaya, Jawa Timur 60241",https://akcdn.detik.net.id/community/media/visual/2022/12/26/kebun-binatang-surabaya_169.jpeg?w=700&q=90,"https://www.google.com/maps/place/Surabaya+Zoo/@-7.296163,112.7366473,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fb97917c2fad:0x21b1122d5fe174cc!8m2!3d-7.296163!4d112.7366473!16s%2Fm%2F0j51vc7?entry=ttu","-7.296008691496449, 112.73663657116438",-7.296008691,112.7366366
tfydi3ccnprl3d8xlm0knx4jsjas87reqgj1jrnzxds9419lva18omn,Kebun Raya Bogor,"Kebun raya ini memiliki luas sekitar 87 hektar dan merupakan salah satu kebun raya terbesar di Indonesia. Kebun Raya Bogor memiliki koleksi tumbuhan yang sangat beragam, termasuk berbagai spesies tumbuhan langka dan koleksi flora endemik Indonesia.",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bogor,"20,000.00",4.5,"Jl. Ir. H. Juanda No.64, RT.01/RW.13, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16122",https://lapisbogor.co.id/wp-content/uploads/2022/09/kebun-raya-bogor-1536x864.jpg,https://www.google.com/maps/search/Kebun+Raya+Bogor,"-6.597453046526783, 106.80033154733037",-6.597453047,106.8003315
tfy2hy2z79kyz6d9u4hv95xjqqpsidi3ccnprl3d8xlm0knx4jsjamn,Kebun Tanaman Obat Sari Alam,"Kebun Tanaman Obat Sari Alam lebih terkenal dengan sebutan wisata pengobatan herbal, karena disana terdapat banyak sekali tanaman yang dijadikan sebagai pengobatan alternative. Kebun Tanaman Obat Sari Alam lebih dikenal oleh orang Bandung dengan sebutan KTO Sari Alam. Lokasi: Jl. Raya Ciwidey bandung km 26 no 8 rt 1 rw 2 kampung Andir, Cukanggenteng, Kec. Pasirjambu, kab Bandung, Jawa Barat 40972",ctgryla6bw54fikev61qdftdgpxbkctfry089,Bandung,"0,00",4.8,"Jl. Raya Ciwidey bandung km 26 no 8 rt 1 rw 2 kampung Andir, Cukanggenteng, Kec. Pasirjambu, kab Bandung, Jawa Barat 40972",https://yasinyasintha.com/wp-content/webp-express/webp-images/uploads/2021/12/tanaman-obat.jpg.webp,https://www.google.com/maps/search/Kebun+Tanaman+Obat+Sari+Alam,"-7.077151770065645, 107.48727958596015",-7.07715177,107.4872796
tfygrkmgyi32phvpisznneex3cv9ubnwomius8x486epq56ctg0bxmn,Kedai Den Wir,Hidangan gaya rumahan di restoran/bar terbuka dan serba kayu dengan nuansa vintage & teras yang rindang.,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Yogyakarta,"16,000.00",4.5,"Jl. Retno Dumilah No.68, Pilahan, Prenggan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172",https://lh3.googleusercontent.com/p/AF1QipMLIH0v_PeDW_XjTCXkIBxhJkHL7UC1juaFv_Sg=s1360-w1360-h1020,https://www.google.com/maps/place/Kedai+Den+Wir/data=!4m7!3m6!1s0x2e7a571414b67abd:0xe2cc55d43b4e6ce9!8m2!3d-7.8188549!4d110.3976222!16s%2Fg%2F11c37k5_74!19sChIJvXq2FBRXei4R6WxOO9RVzOI?authuser=0&hl=id&rclk=1,"-7.818690149053701, 110.39766511534287",-7.818690149,110.3976651
tfymrcllwy0vcmh6uvatx6ds1sj2hg0nzpsas0w86m1idaiu4jahxmn,Kedai Kita,Restoran Keluarga,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Bogor,"140,000.00",4.5,"Jl. Pangrango No.21, Babakan, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16128",https://lh3.googleusercontent.com/p/AF1QipP99IMI4f9wKd7p9sdjxx9JqLfWmVK06iJOBq6m=s1360-w1360-h1020,https://www.google.com/maps/place/Kedai+Kita/data=!4m7!3m6!1s0x2e69c5cc57d59837:0x1701aafca849fbec!8m2!3d-6.5901408!4d106.8028583!16s%2Fg%2F11b6tfqkx_!19sChIJN5jVV8zFaS4R7PtJqPyqARc?authuser=0&hl=id&rclk=1,"-6.58995428592083, 106.80308360555013",-6.589954286,106.8030836
tfyu4jahxuef2gkpi4ab9dty3oxw7ac6nyti57l58if3duudjsbpamn,Kedai Kita Baranangsiang,Restoran Pizza,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Bogor,"140,000.00",4.5,"Jl. Kantor. Pos No.3, Baranangsiang, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16143",https://lh3.googleusercontent.com/p/AF1QipMuPUbT56WgGWlfJ3Do2Lq0tZ7BqFyLOhsAFZjt=s1360-w1360-h1020,https://www.google.com/maps/place/Kedai+Kita/data=!4m7!3m6!1s0x2e69c5dd8d8c7db9:0x1f0b8c02eec03e19!8m2!3d-6.6065627!4d106.8103217!16s%2Fg%2F11b7ztv96f!19sChIJuX2Mjd3FaS4RGT7A7gKMCx8?authuser=0&hl=id&rclk=1,"-6.606450795271063, 106.81030024232854",-6.606450795,106.8103002
tfy33ms0kxj0cuckgshxltxu2eouv1hey0mq492ollkndinyhgrkmmn,Kedai Kopi Indah Ria,Kedai Kopi,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Pekanbaru,"20,000.00",4.5,"Jl. Ir. H. Juanda No.108, Kp. Dalam, Kec. Senapelan, Kota Pekanbaru, Riau 28155",https://lh3.googleusercontent.com/p/AF1QipOnJVv-C_nkrHUaXhkAFikanYaVetpeUfx0PbDy=s1360-w1360-h1020,"https://www.google.com/maps/place/Kedai+Kopi+Indah+Ria/@0.5360053,101.4415921,17z/data=!3m1!4b1!4m6!3m5!1s0x31d5ac728997a061:0xcf2d905e8553e412!8m2!3d0.5359999!4d101.4441617!16s%2Fg%2F1hm23g7ps?entry=ttu","0.5361876464088637, 101.44416169999998",0.5361876464,101.4441617
tfyhfvarljr3dsjq62nobpsyrdjjim26bw55gikfw61qefudhqoclmn,Kedai Kopi Kimteng,Kedai Kopi,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Pekanbaru,"20,000.00",4.4,"Jalan Senapelan No 22 A-B-C, Kampung Bandar, Senapelan, Pekanbaru City, Riau 28153",https://lh3.googleusercontent.com/p/AF1QipNjTGiEan8iINc2yG01jq_OBp9Nr1PghzgJ37BD=s1360-w1360-h1020,"https://www.google.com/maps/place/Kedai+Kopi+Kimteng/@0.5379058,101.4383308,17z/data=!3m1!4b1!4m6!3m5!1s0x31d5ac73e8433ebb:0xbb5395c26d4f67c7!8m2!3d0.5379004!4d101.4409004!16s%2Fg%2F1hc3d2rjt?entry=ttu","0.5380452328994721, 101.44082529814995",0.5380452329,101.4408253
tfyy0vcmh6uvatx6ds1sj2hg0nzpsas0w86m1idaiu4jahxuef2gkmn,Kembali ke Daipoeng,Restoran,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Banyuwangi,"125,000.00",4.5,"Jl. Mendut Gg. III, Taman Baru, Kec. Banyuwangi, Kabupaten Banyuwangi, Jawa Timur 68416",https://lh3.googleusercontent.com/p/AF1QipPPawB7yfZIUszTDlvWKpb4V4TWLsurTYWjoBEk=s1360-w1360-h1020,https://www.google.com/maps/place/Kembali+ke+Daipoeng/data=!4m7!3m6!1s0x2dd145348233e86f:0xf49ebe00da6e7d6c!8m2!3d-8.2199223!4d114.3631442!16s%2Fg%2F11f5bpny9t!19sChIJb-gzgjRF0S0RbH1u2gC-nvQ?authuser=0&hl=id&rclk=1,"-8.219778948685251, 114.36347679390732",-8.219778949,114.3634768
tfyf24i25fm0a1raqp8w8y1j194hfvarljr3dsjq62nobpsyrdjjimn,Kepala Manyung Bu Fat Singosari,Rumah Makan,ctgry7hc1oq4or1ymwddw2bu8uan5ntfry089,Semarang,"250,000.00",4.7,"Jl. Singosari Raya No.11, Pleburan, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50241",https://lh3.googleusercontent.com/p/AF1QipN31bJPQZ9GBP3s_3nYj-l7ahFTZm5PMU8fbWB6=s1360-w1360-h1020,https://maps.app.goo.gl/Su7KN9ph4fBP5bxW6,"-7.000094051796249, 110.42712995157878",-7.000094052,110.42713
