article_id,article_url,city,article_title,article_description,article_image
trfybpbr4c42yb9odkpmu66lmt9wgartcl,https://bansmkaltim.id/web/mengungkap-kenikmatan-kuliner-khas-kalimantan-timur-dari-nasi-kuning-hingga-ikan-bakar/,Kalimantan Timur,Mengungkap Kenikmatan Kuliner Khas Kalimantan Timur: Dari Nasi Kuning hingga Ikan Bakar,"Kalimantan Timur, salah satu provinsi di Indonesia yang penuh dengan kekayaan alam, budaya, dan kuliner yang menakjubkan. Selain keindahan alamnya yang menawan, Kalimantan Timur juga memiliki hidangan-hidangan lezat yang mampu memanjakan lidah setiap pelancong yang berani mencoba. Mari kita merenung bersama dalam kelezatan kuliner khas Kalimantan Timur.",https://jurnalkaltim.com/wp-content/uploads/2023/09/makanan-khas-samarinda.webp
trfyreiv1ugcdcf505q8y9ce8pavkartcl,https://jasling.menlhk.go.id/berita-dan-artikel/artikel/wajah-baru-wisata-alam-taman-nasional-way-kambas,Lampung,Wajah Baru Wisata Alam Taman Nasional Way Kambas,"Setelah lebih dari dua tahun wisata alam di Taman Nasional Way Kambas ditutup untuk umum akibat merebaknya pandemi Covid-19. Kesempatan ”istirahat” tersebut dimanfaatkan oleh pengelola Taman Nasional Way Kambas bersama masyarakat desa penyangga untuk berbenah. Direncanakan padatanggal 20 Desember 2023 wisata alam di taman nasional yang berada di Provinsi Lampung ini akan dibuka kembali (re-aktivasi) dengan konsep baru yang mengedepankan sustainability, animal welfare, dan community empowerment, serta lebih interaktif dengan beragam pilihan aktivitas wisata alam.",https://lh3.googleusercontent.com/p/AF1QipNG3uT-YgRsU5ZcGHlS8aVx0pFXDjrbUhExQ1t3=s1360-w1360-h1020
trfyh9ngakrff6wfv3d0d36ofe9mkartcl,https://lampung.idntimes.com/food/dining-guide/idn-times-hyperlocal/mie-khodon-kuliner-legendaris-khas-lampung-tekstur-tebal-dan-kenyal,Lampung,"Mie Khodon, Kuliner Legendaris Khas Lampung Tekstur Tebal dan Kenyal","Mie Khodon sejatinya dari nama penjual pertama mie ini. Mie Khodon dulunya dijual oleh Bapak Khodon, pada saat itu ia menjual mie dengan cara dipikul dan berkeliling. Namun, saat ini untuk mencicipi kuliner khas satu ini, kamu tidak perlu pusing-pusing karena sudah ada kedainya yang menetap.Mie Khodon dikenal melegendaris karena sudah berdiri sejak puluhan tahun lalu. Menariknya, pemiliknya sampai saat ini terus mempertahankan cita rasa asli dari mie ini agar tidak berubah sesuai dengan keinginan pelanggan.",https://lh3.googleusercontent.com/p/AF1QipNyzO73mOVbisbxdir4_5MtAZxfyBLYNP7qArWd=s1360-w1360-h1020
trfy0fw0x58ixy4b7s3gu73wioonqartcl,https://suarapena.com/lembah-harau-destinasi-wisata-sumbar-yang-mirip-desa-konoha-di-naruto/,Sumatera Barat,"Lembah Harau, Destinasi Wisata Sumbar yang Mirip Desa Konoha di Naruto","Lembah Harau adalah sebuah nagari yang terletak di Kabupaten Lima Puluh Kota, Sumatra Barat. Lembah ini memiliki pemandangan alam yang luar biasa, dengan tebing-tebing tinggi yang mengelilinginya. Banyak orang yang menyebut Lembah Harau sebagai Desa Konoha versi Indonesia, karena kemiripannya dengan lokasi dalam seri anime dan komik Naruto.",https://lh3.googleusercontent.com/p/AF1QipO_lhFVaWB_kPieCA8O-QJPC4JtmhU2SOQju_gc=s1360-w1360-h1020
trfygbg1aalnpk1b6vjkzilv2hqh8artcl,https://travel.kompas.com/read/2015/02/15/101100027/Mengenal.Kuliner.Khas.Sumatera.Barat,Sumatera Barat,Mengenal Kuliner Khas Sumatera Barat,"Sumatera Barat dikenal sebagai makanan bersantan dan rasa yang kuat, berbagai macam kuliner di Sumatera Barat memang kebanyakan sudah dikenal orang Indonesia. Di Sumatera Barat terdapat dua bagian yaitu darek daerah di pegunungan dan pesisir daerah di pinggiran pantai.",https://v1.indonesia.travel/content/dam/indtravelrevamp/en/trip-ideas/10-makanan-khas-sumatera-barat-yang-menggoyang-lidah/1.jpg
trfyr65pcoehzhplxvbq72z7jt8z6artcl,https://www.liputan6.com/lifestyle/read/5382168/6-fakta-menarik-gunung-rinjani-salah-satu-kawasan-geopark-dunia-yang-diakui-unesco,Lombok,"6 Fakta Menarik Gunung Rinjani, Salah Satu Kawasan Geopark Dunia yang Diakui UNESCO","Gunung Rinjani dengan tinggi 3.726 meter di atas permukaan laut (mdpl) merupakan gunung berapi tertinggi kedua di Indonesia, setelah Gunung Kerinci di Sumatera. Luas area Gunung Rinjani mendominasi lanskap pulau Lombok, Nusa Tenggara Barat (NTB) yang relatif kecil.
Mengutip dari laman resmi Rinjani National Park, Senin, 28 Agustus 2023, area sekitar Gunung Rinjani membentuk Taman Nasional Gunung Rinjani yang secara resmi seluas 41.000 hektar di dalam batas taman dan 66.000 hektar merupakan hutan lindung di luarnya. Kaldera Gunung Rinjani seluas 50 km² memiliki danau kawah Segara Anak yang menjadi salah satu tempat favorit berkemah.",https://lh5.googleusercontent.com/p/AF1QipMduRv4hZSASlR-cpfCpiSpGETRPn0sz9OCZipo=w810-h468-n-k-no
trfymj34r59e7tz0y2insdmlwz1vcartcl,https://mojok.co/terminal/sejarah-singkat-kemunculan-sate-rembiga-sate-khas-lombok-yang-fenomenal/,Lombok,"Sejarah Singkat Kemunculan Sate Rembiga, Sate Khas Lombok yang Fenomenal","Sate Rembiga merupakan salah satu kuliner khas yang cuma ada di Lombok. Saat ini, kuliner khas tersebut bahkan sudah mulai membuka cabang di luar wilayah Rembiga. Ada yang bisa dijumpai di pusat kota Mataram seperti di sekitaran daerah Cakranegara dan di Kekalik. Tidak hanya melebarkan sayap di luar Rembiga, kuliner khas ini juga sudah mulai melebarkan sayap sampai keluar Lombok.",https://lh3.googleusercontent.com/p/AF1QipMb5cwxK7-uZqfoCXIRrV0BXJQMwfP0vOBztV5s=s1360-w1360-h1020
trfyni7uwaux64s1jj28h0ezgsat0artcl,https://indonesiakaya.com/pustaka-indonesia/menikmati-keindahan-surgawi-indonesia-di-gunung-merbabu/,Magelang,Menikmati Keindahan Surgawi Indonesia di Gunung Merbabu,"Gunung Merbabu dengan ketinggian 3.142 mdpl terletak di 3 kabupaten yaitu Semarang, Boyolali, dan Magelang. Gunung Merbabu merupakan gunung api tua yang bersebelahan dengan Gunung Merapi yang merupakan salah satu gunung api aktif. Gunung Merbabu berasal dari kata “meru” yang berarti gunung dan “babu” yang berarti wanita. Gunung Merbabu dikenal sebagai gunung tidur meski sebenarnya memiliki 5 buah kawah, yaitu Kawah Condrodimuko, Kombang, Kendang, Rebab, dan Kawah Sambernyowo.",https://lh3.googleusercontent.com/p/AF1QipN8qZtPOuBbRjsVIvYqcucKYKy0ICXwPVqotBCV=s1360-w1360-h1020-rw
trfyw9xd29daju5abhyufg27kqi41artcl,https://www.kompas.id/baca/gaya-hidup/2021/04/04/tahu-pojok-magelang-panggilan-rindu-dalam-sepiring-kupat-tahu,Magelang,"Tahu Pojok Magelang, Panggilan Rindu dalam Sepiring Kupat Tahu",Warung Tahu Pojok yang sudah berdiri sejak tahun 1942 memberi kenangan tersendiri bagi para pelanggannnya. Kenangan itulah yang selalu menarik banyak orang untuk mencicipi berulang kali.,https://lh3.googleusercontent.com/p/AF1QipPop4CShgjS_dpfcDm6WDh7wa7ISi3Vb9LgDGgT=s1360-w1360-h1020
trfy104ty3exw813xeyji5yc5z8f4artcl,https://www.detik.com/edu/detikpedia/d-7094203/bromo-jadi-taman-nasional-terindah-ketiga-di-dunia-ini-profilnya,Malang,"Bromo Jadi Taman Nasional Terindah Ketiga di Dunia, Ini Profilnya","Taman Nasional Bromo Tengger Semeru (TNBTS), Jawa Timur dinobatkan sebagai The World's Most Beautiful National Parks 2023 yang dirilis Bounce. Bounce merupakan platform layanan perjalanan yang berbasis di San Francisco, California, Amerika Serikat. TNBTS berada di peringkat ketiga setelah Taman Nasional Kruger; Afrika Selatan, dan Taman Nasional Lençóis Maranhenses; Brazil. Penilaian Bounce didasarkan pada akumulasi jumlah postingan Instagram, penayangan TikTok, ulasan daring, serta pencarian kata kunci di Google sepanjang 2023.",https://lh3.googleusercontent.com/p/AF1QipMHgXYFZekXpDjL6Tlj-sAysvqb4LDg522DTeAO=s1360-w1360-h1020
trfy3uvdjsbpbr4c42yb9odkpmu66artcl,https://trofiapp.id/blog/sego-resek-kuliner-nasi-goreng-khas-malang-yang-siap-bikin-perut-kalem-356,Malang,"Sego Resek, Kuliner Nasi Goreng khas Malang yang Siap Bikin Perut Kalem!","""Resek"" dalam sego atau nasi goreng resek memiliki arti sampah. Untuk orang yang baru mengenalnya, kuliner ini biasa disebut sebagai nasi goreng sampah. Meski cara memasaknya yang tumpah ruah, penyematan kata ""resek"" atau sebutan sampah muncul bukan karena hal itu. Penyebabnya adalah karena warung yang pertama menjual nasi resek ini, yaitu Nasi Goreng Resek Kasin milik Pak Man, sempat berlokasi di dekat tempat sampah.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/indizone/2023/04/11/Z8s4rm8/nikmatnya-sego-resek-nasi-sampah-legendaris-yang-jadi-favorit-di-kota-malang73.jpg
trfylmt9wgreiv1ugcdcf505q8y9cartcl,https://kupang.antaranews.com/berita/107091/artikel--pulau-rinca-taman-nasional-komodo-sebagai-wisata-alam-dan-edukasi,Labuan Bajo,Pulau Rinca Taman Nasional Komodo sebagai wisata alam dan edukasi,"Taman Nasional Komodo di Labuan Bajo, Manggarai Barat, Nusa Tenggara Timur, telah berbenah menjadi destinasi pariwisata kelas dunia. Taman nasional yang ditetapkan UNESCO sebagai cagar biosfer dan warisan dunia ini memiliki berbagai potensi ekowisata yang tidak hanya berfokus pada peningkatan jumlah kunjungan wisatawan, melainkan juga penerapan nilai konservasi di dalamnya.",https://lh3.googleusercontent.com/p/AF1QipM4tJAhA2sCNF1otbtu6Q6NdYwejve_I5NiGCJk=s1360-w1360-h1020
trfye8pavkh9ngakrff6wfv3d0d36artcl,https://indahnesia.net/restoran-seafood-paling-hits-di-kupang/,Labuan Bajo,"Restoran Seafood Paling Hits di Kupang, Sukses Bikin Lidah Bergoyang!","Kupang merupakan sentra dari kedai-kedai seafood yang cukup terkenal, bukan hanya karena hype, tapi juga kualitas masakannya yang fresh dan kaya akan bumbu. Kalau soal Se’i Sapi, pastinya nyaman di lidah setiap penikmatnya, dan biasanya kuliner ini yang paling digemari hampir seantero Nusantara. Tapi ternyata, sajian olahan laut di NTT juga gak kalah terkenalnya, dari ikan bakar biasa, rica-rica, sampai kuah asam yang segar dan nikmat",https://lh3.googleusercontent.com/p/AF1QipPbB6pMBa4wZb6CXKaacdmTvBbEGMQd04fHF5q1=s1360-w1360-h1020
trfyofe9mk0fw0x58ixy4b7s3gu73artcl,https://indonesiakaya.com/pustaka-indonesia/pantai-klayar-kekayaan-tersembunyi-di-bumi-pacitan/,Pacitan,"Pantai Klayar, Kekayaan Tersembunyi di Bumi Pacitan","Pesona pasir putih, ombak kristal, dan bukit karangnya, sangat sayang untuk dilewatkan pelancong ketika berkunjung ke daerah Pacitan, Jawa Timur.",https://indonesiakaya.com/wp-content/uploads/2020/10/pantai-klayar-pacitan-1200.jpg
trfywioonqgbg1aalnpk1b6vjkzilartcl,https://lifestyle.sindonews.com/berita/1513933/185/andalan-wisatawan-pacitan-nasi-tiwul-bu-gandos-emang-jos,Pacitan,"Andalan Wisatawan Pacitan, Nasi Tiwul Bu Gandos Emang Jos","Piknik ke Pacitan, Jawa Timur, tak lengkap rasanya bila tidak berwisata kuliner. Ada banyak tempat makan yang menjadi pilihan wisatawan di daerah yang dijuluki Kota Seribu Gua tersebut. Salah satu yang direkomendasikan adalah Warung Makan Bu Gandos. Tempat makan ini sangat mudah ditemukan karena lokasinya di pinggir Jalan Raya Solo-Pacitan, tepatnya di Desa Bagak, Kecamatan Sidoharjo.
",https://lh3.googleusercontent.com/p/AF1QipPNRis1o1qBXsgB7gIKKbwGrGQkDeBRPCFOECIa=s1360-w1360-h1020
trfyv2hqh8r65pcoehzhplxvbq72zartcl,https://www.infopublik.id/read/257135/nikmati-sejuk-alam-taman-raya-bung-hatta-.html,Padang,Nikmati Sejuk Alam Taman Raya Bung Hatta,"Di kota Padang  dari sekian banyak objek wisata, salah satunya  Taman Hutan Raya Bung Hatta yang berada di pinggir jalan raya, jalur Sitinjau Laut yang menghubungkan Kota Padang dengan Kabupaten Solok. Lokasi strategis, setiap hari ratusan kendaraan melewati dan mata memandangnya.",https://lh3.googleusercontent.com/p/AF1QipM-6vACQ-Vl_br1b5bYRBUuHDORM0DJQooc9wss=s1360-w1360-h1020
trfy7jt8z6mj34r59e7tz0y2insdmartcl,https://kenasih.com/restoran-lamun-ombak-padang/,Padang,RESTORAN LAMUN OMBAK PADANG: MENIKMATI WISATA KULINER PADANG YANG AUTENTIK,"Restoran Lamun Ombak Padang adalah salah satu restoran terbaik yang menyajikan makanan khas Padang. Padang, ibu kota Provinsi Sumatera Barat, tidak hanya memiliki keindahan alam yang menakjubkan, tetapi juga kuliner yang sangat terkenal. Restoran ini menawarkan pengalaman kuliner yang autentik dengan citarasa yang memikat dan suasana ramai tapi asri.",https://lh3.googleusercontent.com/p/AF1QipO4uNgN22kzIV8Qg6nagymjadIXGf8YzHNAGoAc=s1360-w1360-h1020
trfylwz1vcni7uwaux64s1jj28h0eartcl,https://www.antaranews.com/berita/3887607/menikmati-taman-wisata-alam-hutan-punti-kayu,Palembang,Menikmati Taman Wisata Alam Hutan Punti Kayu ,"Rindang pepohonan pinus yang daunnya meneduhkan langit begitu terasa saat hendak memasuki pintu gerbang Taman Wisata Alam Punti Kayu Palembang, Sumatera Selatan. Setelah memasuki gerbang tersebut, mata akan semakin dimanjakan dengan berbagai replika bangunan dunia, mulai dari tiruan Menara Eiffel, stupa Candi Borobudur, Patung Liberty, hingga fenomena ""big bang"".",https://lh3.googleusercontent.com/p/AF1QipPSINPe9mJ4arInPaqZElu6_14WyB4lg8jz74VG=s1360-w1360-h1020
trfyzgsat0w9xd29daju5abhyufg2artcl,https://www.detik.com/sumbagsel/kuliner/d-6779416/gurih-nikmat-mi-celor-26-ilir-palembang-cita-rasa-dengan-kaldu-udang,Palembang,"Gurih Nikmat Mi Celor 26 Ilir Palembang, Cita Rasa dengan Kaldu Udang","Kuliner di Palembang, Sumatera Selatan tidak hanya terkenal dengan pempeknya saja. Tapi juga ada mi celor dengan kuah kental dicampur dengan kaldu udang. Makanan ini biasa disajikan dengan toge rebus, potongan telur rebus dan bawang goreng. Mi celor enak disantap ketika masih hangat, sudah pasti membuat lidah bergoyang ketika menyantapnya.",https://akcdn.detik.net.id/community/media/visual/2023/06/18/mi-celor-dengan-kuah-kental-yang-dicampur-kalau-udang_169.jpeg?w=700&q=90
trfy7kqi41104ty3exw813xeyji5yartcl,https://jelajah.kompas.id/terumbu-karang/baca/menggali-ragam-kekayaan-teluk-cenderawasih/,Papua Barat,Menggali Ragam Kekayaan Teluk Cenderawasih,Teluk Cenderawasih sudah sejak lama menjadi surga bagi terumbu karang dan biota laut yang beraneka ragam. Posisi Teluk Cenderawasih yang menjorok ke daratan bagaikan cekungan raksasa yang menyimpan kekayaan laut yang tumbuh di dalamnya. Teluk yang berada persis di leher ”kepala burung” Pulau Papua ini bentuknya menyerupai mangkuk yang menampung perairan dalam di bagian tengahnya dan perairan dangkal di bagian tepinya.,https://lh3.googleusercontent.com/p/AF1QipMyI4KaEgWazNLiOsO3lSLbLAS4tQUqELu6omDY=s1360-w1360-h1020
trfyc5z8f43uvdjsbpbr4c42yb9odartcl,https://kids.grid.id/read/473803738/mengenal-ikan-bakar-manokwari-salah-satu-makanan-khas-papua-barat?page=all,Papua Barat,"Mengenal Ikan Bakar Manokwari, Salah Satu Makanan Khas Papua Barat","Ikan bakar Manokwari adalah salah satu hidangan khas yang berasal dari daerah Manokwari, Papua Barat, Indonesia. Hidangan ini terkenal karena cara memasak ikan yang digunakan. Caranya adalah dengan dipanggang atau dibakar di atas bara api atau arang. Proses pemanggangan ini memberikan cita rasa khas dan aroma yang lezat pada ikan. Ikan yang biasanya digunakan untuk ikan bakar Manokwari adalah jenis ikan laut.",https://asset-a.grid.id/crop/0x0:0x0/750x504/photo/2023/06/05/5jpg-20230605121120.jpg
trfykpmu66lmt9wgreiv1ugcdcf50artcl,https://www.teritorial24.com/pariwisata-dan-travelling/29364269/taman-hutan-raya-sultan-syarif-hasyim-tahura-kawasan-konservasi-alam-yang-menjadi-destinasi-wisata-dan-edukasi-di-provinsi-riau?page=1,Pekanbaru,Taman Hutan Raya Sultan Syarif Hasyim Tahura: Kawasan Konservasi Alam yang Menjadi Destinasi Wisata dan Edukasi di Provinsi Riau,"Tahura SSH menawarkan keanekaragaman satwa yang tinggi, menjadikannya tempat ideal untuk rekreasi keluarga dan menikmati alam.  Di dalam kawasan ini, pengunjung dapat menikmati berbagai wahana bermain seperti sepeda air, flying fox, speed boat, berenang, memancing, serta melihat langsung berbagai satwa asli Riau.",https://lh3.googleusercontent.com/p/AF1QipMQiDxL_gIzedUdFLDgZg6YglqjW8S68kY-qPh5=s1360-w1360-h1020
trfy5q8y9ce8pavkh9ngakrff6wfvartcl,https://www.amirariau.com/manjakan-lidah-disaat-liburan-berikut-makanan-dan-minuman-khas-pekanbaru/,Pekanbaru,"Manjakan Lidah Disaat Liburan, Berikut Makanan dan Minuman Khas Pekanbaru","Makanan khas Pekanbaru umumnya menggunakan rempah-rempah khas Nusantara yang tentu saja rasanya akan sangat endeus di lidah! Mulai dari cemilan, lauk pauk, hingga minumannya pun benar-benar legendaris dan sulit ditemui di tempat lain. Sekalipun ditemukan di tempat lain, rasanya juga akan berbeda dari tempat aslinya yakni di kota Pekanbaru.",https://lh3.googleusercontent.com/p/AF1QipN9bzrAsjfBl7cPEeWR0CB0HLbDck0jHrQTL4o7=s1360-w1360-h1020
trfy3d0d36ofe9mk0fw0x58ixy4b7artcl,https://www.detik.com/sumut/berita/d-7107893/taman-nasional-tesso-nilo-tempat-wisata-dan-belajar-tentang-flora-fauna,Pelalawan,"Taman Nasional Tesso Nilo, Tempat Wisata dan Belajar Tentang Flora-Fauna","Bagi kalian pecinta wisata alam, Taman Nasional Tesso Nilo (TNTN) adalah salah satu tempat yang wajib banget dikunjungi. Pasalnya TNTN menyajikan keindahan alam yang masih asri serta bisa menjadi destinasi wisata sekaligus wahana edukasi pelestarian alam dan lingkungan.",https://lh3.googleusercontent.com/p/AF1QipPFuKnhCgsJ7uYGq5m4GgmhEtQsld06CgkcYKPh=s1360-w1360-h1020
trfys3gu73wioonqgbg1aalnpk1b6artcl,https://tribunpekanbarutravel.tribunnews.com/2024/06/01/asam-pedas-baung-menu-wajib-di-rumah-makan-khas-melayu-pelalawan,Pelalawan,"Asam Pedas Baung, Menu Wajib di Rumah Makan Khas Melayu Pelalawan","Makanan khas dari Kabupaten Pelalawan Provinsi Riau bernama asam pedas ikan baung telah dikenal luas oleh masyarakat. Terang saja, nasakan ini menjadi menu utama di setiap rumah makan, khususnya rumah makan khas Melayu. Hampir setiap restoran menyediakan ikan baung dengan rasa asam bercampur pedas, sesuai dengan namanya. Meski bisa juga ditemui di wilayah Provinsi Riau lainnya, namun ada ciri khas rasa tersendiri.
",https://cdn1-production-images-kly.akamaized.net/7drGeBBCbh8yAjo3Y68dNK-D6Pw=/0x175:3887x2366/1200x675/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3575627/original/036506200_1631934080-shutterstock_114114487.jpg
trfyvjkzilv2hqh8r65pcoehzhplxartcl,https://www.kompas.id/baca/nusantara/2021/10/31/tahura-wan-abdul-rachman-dikembangkan-jadi-kawasan-wisata-hutan,Pesawaran,Tahura Wan Abdul Rachman Dikembangkan Jadi Kawasan Wisata Hutan,"Taman Hutan Raya Wan Abdul Rachman, Bandar Lampung, dikembangkan sebagai kawasan wisata hutan sebagai terapi menghilangkan stres.",https://dkonten.com/wp-content/uploads/2020/09/gerbang-tahura.jpg
trfyvbq72z7jt8z6mj34r59e7tz0yartcl,https://yopiefranz.com/2024/01/sambal-mewah-bernoeng/,Pesawaran,"Sambal Mewah Bernoeng, Kulineran Mepet Sawah di Gedongtataan","Sambal Mewah Bernoeng adalah sebuah rumah makan yang menawarkan konsep pedesaan tradisional dengan ornamen kayu dan bangunan klasik. Restoran ini menyajikan berbagai macam makanan tradisional. Mulai dari karedok, bebek goreng, ayam goreng, dan masih banyak lagi.",https://yopiefranz.com/wp-content/uploads/2024/01/Review-Rumah-Makan-Resto-Sambal-Mewah-Bernoeng-Gedongtataan-Pesawaran-Yopie-Pangkey.webp
trfy2insdmlwz1vcni7uwaux64s1jartcl,https://rimbakita.com/taman-nasional-kutai/,Kutai Timur,"Taman Nasional Kutai – Alam, Flora Fauna & Wisata","Taman Nasional Kutai atau lebih sering disebut sebagai TNK merupakan taman nasional yang terletak di Kabupaten Kutai Timur serta sebagian wilayah dari Kota Bontang. Total luas lahan TN Kutai sebesar 192.709,55 ha. Ada banyak hal yang menjadi daya tarik dari taman nasional ini, sehingga mampu mendatangkan banyak pengunjung. Daya tarik tersebut terutama terletak pada kondisi alam dan berbagai objek wisata taman nasional yang dapat dikunjungi.",https://authentic-indonesia.com/wp-content/uploads/2020/07/mangrove-forest-in-kutai-national-park.jpg
trfyj28h0ezgsat0w9xd29daju5abartcl,https://lelungan.net/kabupaten-kutai-timur/restoran/bebek-dan-ayam-goreng-pak-ndut-sangatta,Kutai Timur,Restoran Unik dan Enak di Kabupaten Kutai Timur: Bebek dan Ayam Goreng Pak Ndut Resto,"Bebek dan Ayam Goreng Pak Ndut Sangatta adalah restoran yang terkenal di Kabupaten Kutai Timur. Restoran ini menyajikan hidangan bebek dan ayam goreng yang lezat dan menggugah selera. Makanan yang disajikan di restoran ini terkenal dengan cita rasa khas yang menggoda lidah. Bebek dan ayamnya digoreng dengan sempurna, sehingga kulitnya menjadi renyah dan dagingnya tetap juicy. Restoran ini juga menawarkan berbagai pilihan saus dan sambal yang dapat menambah kelezatan hidangan. Dengan suasana yang nyaman dan pelayanan yang ramah, Bebek dan Ayam Goreng Pak Ndut Sangatta menjadi tempat yang populer bagi para penggemar kuliner di Kabupaten Kutai Timur.",https://farm5.staticflickr.com/4410/37192554311_d9d4426bec_h.jpg
trfyhyufg27kqi41104ty3exw813xartcl,https://www.jawapos.com/travelling/014609691/intip-keunikan-wisata-religi-gua-maria-kerep-ambarawa-di-jawa-tengah-ada-patung-setinggi-42-meter?page=2,Semarang,"Intip! Keunikan Wisata Religi Gua Maria Kerep Ambarawa di Jawa Tengah, Ada Patung Setinggi 42 Meter!","Gua Maria Kerep Ambarawa (GMKA) merupakan salah satu tempat ziarah Katolik ternama di Jawa Tengah, bahkan di Indonesia. Gua Maria Kerep Ambarawa menawarkan ketenangan dan kedamaian bagi umat yang ingin berdoa, berziarah, dan mencari ketenangan jiwa. Keunikan Gua Maria Kerep Ambarawa tidak hanya terletak pada aspek spiritualitasnya, tetapi juga pada lokasinya yang memukau. Gua ini terletak di kawasan perbukitan, sehingga pengunjung akan disuguhkan dengan pemandangan alam yang hijau dan udara yang segar.",https://1.bp.blogspot.com/-UCjBvViEf1I/W3cwjXDs7OI/AAAAAAAARPo/S0cHuE_Gzs84HUONb2TZ-zJGngyRcuWGQCEwYBhgL/s1600/IMG_20180507_084301-02.jpeg
trfyeyji5yc5z8f43uvdjsbpbr4c4artcl,https://kulinerkota.com/kepala-manyung-bu-fat/,Semarang,"Kepala Manyung Bu Fat, Kelezatan Kepala Mangut Tiada Tara!","Salah satu restoran yang menyajikan hidangan ikan yang lezat adalah warung Kepala Manyung bu Fat. Didirikan pada tahun 1969, warung ini sudah menjadi legendaris dan favorit masyarakat untuk menyantap ikan khususnya mangut. Mangut dalam bahasa Jawa berarti olahan ikan yang dimasak dengan bumbu cabai dan santan kental. Menu andalannya adalah menu Kepala Manyung, ikan asap yang disiram kuah kental dan potongan cabai. Cita rasa yang pedas dan gurih sangat enak disantap selagi panas.",https://phinemo.com/wp-content/uploads/2018/03/19764895_1355337467847025_5707818984410185728_n-1024x1024.jpg
trfy2yb9odkpmu66lmt9wgreiv1ugartcl,https://www.detik.com/jatim/wisata/d-7114359/10-spot-menarik-taman-nasional-baluran-situbondo,Situbondo,10 Spot Menarik Taman Nasional Baluran Situbondo,"Taman Nasional Baluran merupakan salah satu taman nasional di Indonesia yang dapat dijumpai di kawasan Banyuputih, Situbondo, Jawa Timur. Kawasan wisata ini menjadi sangat populer di kalangan wisatawan karena memiliki sejumlah pesona yang tidak bisa dilewatkan. Penamaan kawasan taman nasional ini diambil berdasarkan nama gunung yang berada di kawasan tersebut, yaitu Gunung Baluran.",https://thumb.spotlight.id/image/2023/02/08/786306978216e3947b2f055d322fef93-Taman-Nasional-Baluran.png
trfycdcf505q8y9ce8pavkh9ngakrartcl,https://jatim.idntimes.com/food/dining-guide/m-imron-fauzi/rumah-makan-seafood-bakar-di-situbondo-c1c2?page=all,Situbondo,"5 Rumah Makan Seafood Bakar di Situbondo, Terlezat","Situbondo merupakan salah satu Kabupaten yang berlokasi di bagian timur Jawa Timur. Kabupaten ini sangat terkenal dengan wisata pantainya yang indah dan menawan. Selain pantai, Situbondo juga memiliki kuliner dengan cita rasanya yang otentik, seperti seafood bakar. Berikut ini ada 5 rekomendasi kuliner seafood bakar yang ada di Situbondo. Seafood yang diolah masih segar dan baru didapat dari nelayan.",https://cdn.idntimes.com/content-images/community/2023/09/whatsapp-image-2023-09-18-at-225233-b69131d0e63c1e8764173f4db6e9487c-a9ceefb02cb30025fdb7bc8732c9f21e.jpeg
trfyff6wfv3d0d36ofe9mk0fw0x58artcl,https://travel.tempo.co/read/1807301/candi-prambanan-dikunjungi-18-700-umat-hindu-yang-melakukan-peribadatan-sepanjang-2023,Sleman,Candi Prambanan Dikunjungi 18.700 Umat Hindu yang Melakukan Peribadatan sepanjang 2023,"Candi Prambanan dikenal sebagai salah satu warisan leluhur Nusantara. Setiap tahun, candi yang berada di Yogyakarta itu didatangi oleh jutaan wisatawan lokal maupun mancanegara. Kini, candi peninggalan abad ke-9 itu tak hanya jadi tujuan wisata, tapi juga salah satu pusat peribadatan umat Hindu.",https://beritasmart.com/wp-content/uploads/2022/01/Candi-Prambanan-Sleman-e1641613024841.jpg
trfyixy4b7s3gu73wioonqgbg1aalartcl,https://www.hipwee.com/travel/meatless-monday-indonesia-review-kuliner-plant-based-jejamuran-sleman/,Sleman,"Surganya Kuliner dan Budidaya Jamur, Resto Jejamuran Cocok Banget Buat yang #CariKulinerNabati","Jamur sebagai salah satu bahan makanan yang sehat dan juga bergizi sangat diminati oleh banyak orang. Salah satu bukti bahwa jamur sangat digemari dapat dilihat dari banyaknya jenis makanan yang didasari oleh jamur. Oleh karena itu, tidak sedikit pula yang menjadikan jamur sebagai peluang bisnis. Salah satunya adalah restoran yang berlokasi di Yogyakarta tepatnya di Kabupaten Sleman, Jejamuran.",https://www.garnesia.com/images/vendor/v4723.jpg
trfynpk1b6vjkzilv2hqh8r65pcoeartcl,https://www.detik.com/jabar/wisata/d-7337443/9-wisata-di-ciater-subang-untuk-liburan-pemandian-air-panas-curug,Subang,"9 Wisata di Ciater Subang untuk Liburan, Pemandian Air Panas-Curug","Kawasan Ciater Subang bisa jadi tujuan wisata bagi kamu yang ingin liburan bareng keluarga. Di sana ada banyak objek wisata yang dapat didatangi, mulai dari pemandian air panas, kebun teh, sampai curug. Wisata di Kecamatan Ciater, Kabupaten Subang menyuguhkan pemandangan alam menarik nan sejuk. Berbagai destinasinya pun ramah anak-anak maupun lansia.",https://anekatempatwisata.com/wp-content/uploads/2015/06/Bersantai-menikmati-guyuran-air-di-Pemandian-Air-Panas-Ciater.jpg
